curve_ID,species,standardisedtraitname,temp,bmax,bmaxLwr,bmaxUpr
1,Aedes albopictus,bmax,15,0.0017042300053919759,2.1734220550516437e-5,0.006247356955730207
1,Aedes albopictus,bmax,15.151515151515152,0.0021057041543400615,2.6855538046797775e-5,0.007717293939171636
1,Aedes albopictus,bmax,15.303030303030303,0.002601146766876683,3.317623468912741e-5,0.009530340798624916
1,Aedes albopictus,bmax,15.454545454545455,0.003212399999906212,4.097546845407507e-5,0.011765756288311096
1,Aedes albopictus,bmax,15.606060606060606,0.00396634262286138,5.059696907597588e-5,0.014520817601583854
1,Aedes albopictus,bmax,15.757575757575758,0.004896039369136576,6.246388070312841e-5,0.017914798372843713
1,Aedes albopictus,bmax,15.90909090909091,0.006042148353922477,7.709699477515332e-5,0.022093770946200124
1,Aedes albopictus,bmax,16.060606060606062,0.007454642766775367,9.513714251235902e-5,0.02723637714800281
1,Aedes albopictus,bmax,16.21212121212121,0.00919491448001516,1.1737268986286375e-4,0.033560723055893284
1,Aedes albopictus,bmax,16.363636363636363,0.011338340560988355,1.4477329003753718e-4,0.04133255686113817
1,Aedes albopictus,bmax,16.515151515151516,0.013977409030963053,1.7853130850077e-4,0.05087487862542843
1,Aedes albopictus,bmax,16.666666666666668,0.01722551752290653,2.2011265299513638e-4,0.06257909714556835
1,Aedes albopictus,bmax,16.81818181818182,0.021221577441683657,2.713191296835472e-4,0.07691777858225354
1,Aedes albopictus,bmax,16.96969696969697,0.0261355760757728,3.343649214202799e-4,0.09445890473684325
1,Aedes albopictus,bmax,17.12121212121212,0.03217526840253002,4.119703645344502e-4,0.11588134987378766
1,Aedes albopictus,bmax,17.272727272727273,0.03959418653271971,0.00050747690947371615,0.14199096050694981
1,Aedes albopictus,bmax,17.424242424242426,0.0487011636610418,6.249880163350054e-4,0.17373614322780576
1,Aedes albopictus,bmax,17.575757575757574,0.059871564381421626,7.695417928488109e-4,0.2122211907896321
1,Aedes albopictus,bmax,17.727272727272727,0.0735603841026932,9.473224711605934e-4,0.25871467560963524
1,Aedes albopictus,bmax,17.87878787878788,0.09031731192634787,0.00116591939082206,0.314649113719969
1,Aedes albopictus,bmax,18.03030303030303,0.11080372193487982,0.0014346440691877245,0.38160682036772
1,Aedes albopictus,bmax,18.181818181818183,0.13581133713169558,0.0017649182695987878,0.4612856318456486
1,Aedes albopictus,bmax,18.333333333333332,0.16628195812873814,0.002170748809494303,0.5554373337535511
1,Aedes albopictus,bmax,18.484848484848484,0.20332711509133963,0.0026693082889076986,0.6657718307584385
1,Aedes albopictus,bmax,18.636363636363637,0.2482457300328917,0.003281645087983371,0.7938221681206575
