curve_ID,originaltraitname,originaltraitunit,originaltraitvalue,standardisedtraitname,standardardisedtraitunit,standardisedtraitvalue,interactor1,habitat,common,ambienttemp,ambienttempunit,stage,doi,citation,figuretable,mismatch_A,notes
1,Transition rate,1/days,0,Juvenile Development Rate,1/days,0,Aedes aegypti,aquatic,mosquito,10,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0,Juvenile Development Rate,1/days,0,Aedes aegypti,aquatic,mosquito,10.41,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.016,Juvenile Development Rate,1/days,0.016,Aedes aegypti,aquatic,mosquito,14.74,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.0252,Juvenile Development Rate,1/days,0.0252,Aedes aegypti,aquatic,mosquito,14.84,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.0119,Juvenile Development Rate,1/days,0.0119,Aedes aegypti,aquatic,mosquito,14.92,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.0665,Juvenile Development Rate,1/days,0.0665,Aedes aegypti,aquatic,mosquito,18.86,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.062,Juvenile Development Rate,1/days,0.062,Aedes aegypti,aquatic,mosquito,19.04,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.0606,Juvenile Development Rate,1/days,0.0606,Aedes aegypti,aquatic,mosquito,19.18,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.1,Juvenile Development Rate,1/days,0.1,Aedes aegypti,aquatic,mosquito,26.56,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.109,Juvenile Development Rate,1/days,0.109,Aedes aegypti,aquatic,mosquito,26.84,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.1198,Juvenile Development Rate,1/days,0.1198,Aedes aegypti,aquatic,mosquito,26.85,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Transition rate,1/days,0.1585,Juvenile Development Rate,1/days,0.1585,Aedes aegypti,aquatic,mosquito,30.83,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 10,yes,
1,Female Survival Time,days,13.1839,Female Mortality Rate,1/days,0.0759,Aedes aegypti,terrestrial,mosquito,10.54,Celsius,adult,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 4,yes,
